Dokumen,Topik 1,Topik 2,Topik 3,Kategori
cilegon musim pemilihan kepala daerah pilkada kota cilegon terbilang masyarakat kota baja antusias membahas calon kepala daerah kota cilegon pemilu mendatangpembahasan perihal calon walikota cilegon ramai diperbincangkan media sosialbelakangan muncul sosok helldy agustian menjabat walikota cilegon dipasangkan ratu ati marliati ketua dewan pimpinan daerah dpd ii golkar kota cilegonisu mencuat pasca acara silaturahmi koalisi indonesia maju kota cilegon digelar hotel aston cilegon kamis laludimana helldy ati tertangkap kamera berdiri berdampingan momen langka helldy ati bertemusehingga mencuat spekulasi helldy agustian ratu ati marliati berpasangan pilkada mendatangseperti postingan diunggah akun pauri samal memasang foto helldy agustian berdampingan ratu ati marliatigak bahaya tah tulis pauri samal keterangan fotonya facebook dikutip senin ayal foto tanggapan netizensangat bahaya tulis tomi kolom komentarnamun terkait tanggapan masingmasing tokoh diisukan berpotensi berpasangan pilkada mendatangbaik helldy agustian ratu ati marliati tanggapandiketahui helldy agustian berpotensi maju pilkada berstatus incumbentsementara ati marliati surat mandat calon walikota cilegon pilkada dewan pimpinan pusat dpp partai golkarmanred,0.044600225415571224,0.9080123968950224,0.04738737768940618,Politik
serang sidang perdana wanprestasi tergugat kepala dinas pekerjaan tata ruang dputr kota cilegon kepala badan pengelolaan keuangan aset daerah bpkad kota cilegon walikota cilegon resmi ditunda tergugat hadir sidang perdana pengadilan negeri pn serang kamis rio pratama direktur cv pratama jaya penggugat kuasa hukumnya wahyudi sidang perdana ditunda tergugat hadir agenda sidang awalsidang pemeriksaan surat kuasa penggugat digelar pekan desember mendatangkarena ketidakhadiran tergugat dipanggil patut pengadilan sidang pemeriksaan legal standing surat kuasa sidang tanggal desember wahyudi keterangannya kamis baca merugi pengusaha gagal bayar dputr cilegon menjeritkasus cv pratama jaya memenangkan tender pengerjaan jalan kh ishak kota cilegon dputr kota cilegon cv pratama mengajukan stand by loan bank bjb mencairkan fasilitas kredit tanggal november rp juta rp modal pengerjaan proyekcv pratama jaya pembelian readymix pt asa prima abadi proyek selesai desember sesuai target pekerjaandputr pemeriksaan hasil kerjaan tanggal desember sehari serah terima hasil pekerjaan diperiksa panitia penilai hasil pekerjaannamun cv pratama jaya mengajukan tagihan pembayaran desember dputr surat tagihan pembayaran diajukan dinyatakan gagal bayar dputr telat menyerahkan dokumen permohonan pembayaran bpkad kota cilegonakibatnya cv pratama membayar tagihan pembelian readymix pt asa prima abadi jatuh temponya pelunasan fasilitas kredit bank bjb desember cv pratama jaya menanggung denda keterlambatan pelunasan kredit tahunbaca pengusaha gagal bayar tuntut kerugian dputr cilegon risiko usahadputr bpkad pembayaran proyek desember cv pratama jaya rp miliar pembayaran terlambat menyebabkan kerugian cv pratama jaya denda keterlambatan bunga keterlambatantotal kerugian materil imateril cv pratama jaya keterlambatan pembayaran rp miliarmenyatakan perbuatan tergugat perbuatan ingkar janji wanprestasi menimbulkan kerugian penggugat wahyudidrared,0.32417191313534516,0.6320114545414426,0.0438166323232122,Kriminal
jakarta pelaku jambret diamuk massa kepergok aksinya jalan samanhudi sawah jakarta pusat jumat kanit reskrim polsek sawah akp sholeh membenarkan kejadian pelaku berinisial md ampelaku md berhasil diamankan warga pelaku berhasil ditangkap satreskrim polsek sawah wilayah inisial am sholeh dikonfirmasi jumat sholeh pemain pemeriksaan intensif pelakudari tangan pelaku sholeh menyita ponsel diduga hasil kejahatansementara salah saksi rian kejadian korban emakemak melintas lokasikemudian pelaku langsung merampas ponsel milik korban pemotor menghentikan laju pelakupelaku orang jambret ponsel ibuibu bapakbapak langsung cegat pelaku dorong motor pelaku terjatuh jelasnyamassa geram langsung menghajar pelaku massa mengikat pelaku pohonpas langsung diikat dipukuli warga pelaku dibawa kantor polisi red,0.042216582738628716,0.7679626956793835,0.18982072158198793,Kriminal
serang pelatih tim nasional timnas u indra sjafri jelang berkompetisi ajang sea games kamboja memperbanyak porsi latihan taktik anak asuhannyakami perbaiki atacking hasil evaluasi finishing bermasalah sepertiga lapangan diperbaiki kondisi fisik dimaintain memimpin latihan lapangan latihan b gelora karno jakarta senin indra menyebut pemain timnas u berkarier negeri pratama arhan marselino ferdinan jakarta bergabung rekanrekan setimnyaseperti dilansir arhan mengikuti latihan rekanrekan marselino beristirahatberbeda marselino kali memperkuat klubnya kmsk deinze arhan kesempatan bermain tokyo verdy indra mempengaruhi kualitas permainan arhankualitas latihan pikir bagus lihat bergabung hasil tes oke bermain sea games pelatih membawa indonesia memenangi medali perak sea games itusedangkan marselino kehadirannya diyakini membawa pengaruh positif tim pemain kelahiran jakarta menyumbang gol klubnyaalhamdulillah pemain timnas bermain klub bagus cetak gol percaya tambahnyatimnas u mengikuti sea games mayoritas dihuni pemainpemain muda tampil reguler level klub kompetisi liga liga pelatih indra mengalami kesulitan menyusun kekuatan terbaik garuda mudasaya menyatukan orangorang indonesia orang asing benarbenar main klub reguler pemain kali bergabung timnas pemain benarbenar haykal taufany sroyer pemain langganan timnas ujarnyasampai indra pemain dibawanya memiliki kesempatan bermain tim masingmasing pemain diharapkan kemampuan terbaiknya sesi latihan dimainkan pertandingansemua pemain kesempatan pemain pemain inti melakoni enam pertandingan enam laga rotasi menentukan pemain melawan ujarnyasebagai timnas u direncanakan berangkat kamboja selasa wib diagendakan bertanding melawan filipina april myanmar mei timor leste mei menyelesaikan pertandingan fase grup menghadapi kamboja meiredsuaracom,0.04144323826567052,0.913087732016784,0.0454690297175456,Olahraga
serang nasib naas dialami robaiah warga perumahan taman mutiara indah kelurahan kaligandu kota serang rumah miliknya dibobol maling kondisi rumah sepi kamis kemarinkejadian rumah robaiah ditinggal pemilik anakanak korban bersekolah rabiah menemani sang suami dirawat rumah sakit sari asihkorban rumahnya dibobol maling sekira wib pulang menjenguk suaminya rumah sakitdi mendapati pagar pintu rumahnya rusak kondisi rumah berantakan komplotan pencuri berhasil mengambil tv set home theater kamera video game laptop perhiasan bpkb motor uang tunai rp juta kerugian mencapai rp jutamenurut robaiah tetangga sebelah rumahnya mobil sigra terpakir mepet pagar rumah tetangga denger ribut tetangga nggak lihat takutnya berantem suami robaiahpasca kejadian robaiah langsung melaporkan kejadian polsek serang dihubungi terpisah kanit reskrim polsek serang ipda suharya laporan korban pelacakan pelakuuntuk prosesnya penyelidikan terkait keberadaan pelaku maping terkait kendaraan tetangga mobil hitam parkir kejadian ditelusuri suharyadrared,0.21313669103382016,0.7239393620127292,0.0629239469534506,Kriminal
serang partai demokrat pks ketua partai demokrat agus harimurti yudhoyono ahy kena tikung ketua pkb muhaimin iskandar cak imin memperebutkan posisi cawapres anies baswedantikungan jelang deklarasi pasangan aniesahy keterangan tertulis sekretaris jenderal partai demokrat teuku riefky harsya menanggapi kerja nasdempkb disetujui anies keputusan ketua nasdem surya palohsebenarnya anies memutuskan memilih ahy cawapres keputusan diambil juni keputusan diterima masingmasing petinggi partai koalisi perubahan persatuanadapun menyetujui keputusan anies ketua parpol majelis tertinggi masingmasing partai langsung surya paloh salim segaf al jufri ahmad syaikhu agus harimurti yudhoyono susilo bambang yudhoyono kapasitasnya ketua majelis partai demokratmenurut capres anies ketiga pimpinan parpol menerima putusan penolakan riefky keterangan tertulis kamis sejalannya anies tim berpendapat alasan menunda deklarasi mendesak sesuai mandat dimiliki anies menentukan cawapresnyabahkan capres anies menuliskan keputusannya bentuk surat tulisan tangan ditandatangani ketum ahy tanggal agustus enam inti surat resmi ketum ahy bersedia cawapresnya riefkytim bersepakat berdasarkan desakan kuat masyarakat kepastian berlayar tidaknya koalisi esensialuntuk deklarasi dikomunikasikan ketua partai nasdem surya paloh kamis tanggal agustus ketua majelis partai demokrat sby jumat tanggal agustus ketua majelis syuro pks salim segaf al jufri sabtu tanggal agustus penetapan deklarasi surya paloh menyerahkan sepenuhnya tim sby salim segaf bersetuju percepatan deklarasipada pertemuan capres anies tim sby capres anies deklarasi september riefkytetapi berselang badai siang bolong keputusan memilih ahy cawapres berubah haluan anies ujugujug meneken kerja nasdem pkb mengusung aniescak iminnamun terduga sulit dipercaya proses finalisasi kerja parpol koalisi capres anies persiapan deklarasi tibatiba perubahan fundamental mengejutkan selasa malam agustus nasdem tower ketua partainasdem surya paloh tibatiba menetapkan ketua pkb muhaimin iskandar cawapres anies sepengetahuan partai demokrat pks malam capres anies dipanggil surya paloh menerima keputusan riefkysehari agustus capres anies urusan langsung pimpinan tertinggi pks partai demokrat mengutus sudirman said menyampaikannya riefkydemokrat manuver paloh anies pengkhianatan koalisi perubahan persatuandemikian fakta kronologis rentetan peristiwa bentuk pengkhianatan semangat perubahan pengkhianatan piagam koalisi disepakati ketiga parpol pengkhianatan capres anies baswedan mandat memimpin koalisi perubahan riefkyanies teken kerja nasdempkbanies baswedan meneken kerja nasdem pkb kerja partai politik anies menyetujui duet aniesmuhaimin iskandar cak imin pasangan capres cawapreslangkh anies dikonfirmasi partai demokrat keterangan tertulis sekretariat jenderal teuku riefky harsya anggota tim koalisi perubahan persatuanriefky penjelasan tujukan utamanva pemimpin kader demokrat tanah air masyarakat luasriedky selasa agustus demokrat informasi sudirman said mewakili capres anies anies menyetujui kerja politik partai nasdem pkb mengusung pasangan anies baswedan muhaimin iskandarpersetujuan inisiatif ketum nasdem surya paloh riefky keterangannya kamis demokrat lantas menginformasi kabar anies langsunghari konfirmasi berita anies baswedan la mengonfirmasi berita demokrat dipaksa menerima keputusan fait accompli riefkyredsuaracom,0.0449507871669826,0.8957638433850712,0.05928536944794619,Politik
serang pertandingan liga perserang serang vs malut united fc terpaksa ditunda pertandingan sabtu november stadion maulana yusuf serang ditunda kondisi lapangan layakdari foto diunggah akun instagram pengamatsepakbola lapangan stadion maulana yusuf kondisi burukrumput lapangan rusak becek lapangan tertutup rumput kondisi pertandingan digelar membahayakan pemainpenundaan pertandingan kerugian tim perserang serang kehilangan kesempatan meraih poin penuh kandang malut united fc kehilangan kesempatan mencuri poin tim tuan rumahpenundaan pertandingan sorotan publik netizen menyayangkan kondisi lapangan stadion maulana yusuf layak menggelar pertandingan liga komentar berharap terkait memperbaiki kondisi lapangan pertandinganpertandingan digelar lancarberikut komentar akun medsos pengamat sepak bola senin strekriansyah stadion bis blum pakesuksesbola emang serang gak lapangan kahbyuidluk liga dijalankan fasilitas barus memadai paklestarindosoccerfield mmg standarisasi kelayakan lapangan pertandingan digelarkomentarkomentar kekecewaan netizen kondisi lapangan stadion maulana yusuf netizen alasan terkait stadion kota serang menggelar pertandingan liga netizen berpendapat standarisasi kelayakan lapangan pertandingan digelar mencegah penundaan pertandingan kecelakaan membahayakan pemaindhered,0.03854140001737239,0.9225510931307228,0.03890750685190486,Olahraga
semarang penjabat pj gubernur jawa nana sudjana penyelenggara pemilu wilayahnya profesional menjalankan pemilu pilkada penyelenggara pemilu kpu bertanggung penyelenggaraan berjalan lancar tertib jujur adil nana menerima kunjungan silaturahmi komisioner kpu jateng periode kantornya senin kunjungan dipimpin ketua kpu jateng handi tri ujiono anggotanya paulus widiyantoro muhammad machruz seketaris kpu jateng rudinalnana melaksanakan tugas tanggung kpu butuh kolaborasi pemerintah daerah bawaslu tnipolrimenurut pelaksanaan pemilu dibutuhkan sinergisitas membentuk tim menjaga stabilitas keamanan penyelenggaraan pemilu pilkada wilayahnya berjalan tertibdisinggung kesiapan anggaran nana pemerintah provinsi pemerintah kabupaten menyelesaikan naskah perjanjian hibah daerah nphd jawa dianggap menyelenggarakan pesta demokrasidikatakan kesiapan anggaran apresiasi kpu jateng provinsi indonesia menyelesaikan nphdalhamdulillahdalam anggaran pemprov jeteng memfasilitasi kebutuhankebutuhan terkait penyelenggaraan pemilu pemilukada anggaran sepakati siapkan nanahms,0.04454656362178977,0.6743039826136483,0.2811494537645619,Politik
serang ketua kpu ri hasyim asyari pemungutan suara pemilu negeri digelar cepathasyim pelaksanaan pemungutan suara negeri tanggal februari negeri early voting pemungutan suaranya pemungutan suara negeri haysim jumpa pers kpu ri jakarta pusat rabu hasyim kpu menerima usulan pencoblosan negeri tanggal februari hasyim pengiriman surat suara awaluntuk negeri mengusulkan sabtu tanggal februari minggu tanggal februari negaranegara jazirah arab berbasis islam menggelar jumat tanggal februari bakda ashar sebutnyameski jadwal pemungutan suara negeri berbeda hasyim penghitungan suara negeri bersamaan penghitungan negeridalam kesempatan ketua divisi perencanaan keuangan rumah tangga logistik kpu ri yulianto sudrajat menyebut pemungutan suara negeri metodetps negeri perwakilan negeri negara metode tps tps ln metode kotak suara keliling metode pos tuturnyaredsuaracom,0.042897930455983765,0.05381257492255813,0.9032894946214581,Politik
kamboja kontingen indonesia berpotensi menambah pundipundi medali emas cabang olahraga tenis wakil berhasil melaju final sea games xxxii bergulir morodok techo national stadium phnom penh sabtu tiket partai puncak mengalahkan lawan masingmasing jumat tunggal putri priska madelyn nugroho sukses mengalahkan wakil thailand achisa chanta skor kemenangan membawa priska melaju partai puncak berhadapan wakil thailand lanlana tararudee mengalahkan petenis vietnam nguyen savanna ly skor priska memiliki modal mengalahkan tararudee final beregu putri skor priska wakil indonesia melaju final ganda putra christopher benjamin rungkatnathan anthony barki mengalahkan koay hao shengmitsuki leong wei kang malaysia skor kemenangan membawa christonathan berhadapan wakil filipina francis casey belderol alcantararuben antonio gonzales menang vietnam dac tien nguyenvan phuong nguyen skor christo melaju final sektor ganda campuran aldila sutjiadi menang luksika kumkhumthantub suksumran skor christoaldila berjuang mempertahankan emas diraih sea games vietnam melawan peangtarn plipuechpruchya isaro mengalahkan wakil indonesia beatrice gumulyadavid agung susanto skor red,0.07647185359725173,0.05884547913805472,0.8646826672646936,Olahraga
